t,0,1
0,-0.005208941,-0.012416811
0,0.004254032,0.0112143
0,-0.003782486,-0.011225113
0,0.022123489,0.023322631
0,-0.001494162,0.012507536
0,-0.007332954,0.001311046
0,-0.006743907,0.001891179
0,-0.002742182,-0.000148044
0,-0.00363333,-0.006408266
0,0.002340493,0.000118806
0,0.005832402,0.002975921
0,0.02068291,-0.002496757
0,0.006432815,0.009072997
0,-0.011214802,0.007070452
0,-0.005623341,-0.000466205
0,0.019701164,0.014759047
0,-0.009701539,-0.010263586
0,-0.001894438,0.009287994
0,-0.006522067,0.002690103
0,0.026948497,0.021023603
0,-0.009901677,-0.010539107
0,0.000386309,-0.005548276
0,0.00246037,1.78E-05
0,-0.001992612,-0.009615884
0,0.020563033,-0.003831549
0,-0.003753207,0.003988216
0,0.009747318,-0.000670363
0,0.004071808,-0.012301725
0,-0.011112839,0.004789308
0,-0.007631266,0.009818443
0,-0.000773873,0.005581187
0,-0.000326404,-0.005496965
0,0.000717689,-0.003245454
0,-0.002287136,0.0017891
0,0.002933329,-0.006941965
0,0.001522028,0.012444302
0,0.014021865,-0.010748143
0,-0.009083212,0.006869003
0,0.009248868,0.009927567
0,0.012220625,-0.011656191
0,-0.001519653,-0.011396928
0,-0.000126266,-0.006840428
0,-0.006973324,-0.003302726
0,-0.011393238,-0.013161173
0,0.003842391,-0.006187849
0,0.008648455,0.001737789
0,-0.000155546,-0.007491381
0,-0.011145907,-0.013431274
0,0.015207537,0.001898224
0,-0.008835881,-0.019800078
0,-0.011047733,-0.007163466
0,-0.010345356,-0.011764232
0,-0.000628505,-0.004209691
0,-0.001174148,0.01047048
0,-0.005103189,-0.014397679
0,-0.003116966,-0.007635016
0,-0.004430092,-0.008284886
0,-0.011713252,0.012353062
0,-0.015602678,0.000184749
0,0.012297098,-0.024689371
0,0.003406288,0.00270311
0,-0.00590374,0.00168973
0,-0.001497951,-0.003245454
0,-0.010727718,-0.013913664
0,0.003249555,-0.003030999
0,-0.003258545,-0.015250623
0,-0.00246936,-0.010439737
0,0.00342799,0.000500741
0,0.00364983,-0.009626181
0,0.001386997,-0.002660444
0,-0.003756995,-0.001207315
0,0.027578189,0.023591649
0,0.005512388,-0.00646066
0,-0.015667784,0.002064079
0,-0.007071498,-0.009994026
0,-0.009010528,0.006664845
0,-0.019524142,-0.018248663
0,0.000729055,-0.007807374
0,-0.007362234,-0.000216697
0,0.015684285,0.005440803
0,-0.00130539,-0.003358373
0,-0.007046008,-0.010485628
0,0.037253366,0.003832117
0,-0.009613701,0.014890217
0,0.007815866,0.00055422
0,0.013570608,-0.005439693
0,-0.000722891,-0.011127911
0,0.002296059,-0.008388591
0,-0.004899263,-0.000619595
0,-0.007664334,0.003184957
0,0.027049431,-0.000722216
0,-0.00426957,0.017755461
0,-0.007558583,0.006930611
0,0.01035152,-0.000517516
0,-0.006357756,-0.004803372
0,-0.005823479,0.00832159
0,0.020580946,-0.002499467
0,-0.008260959,-0.000616885
0,-0.011316766,0.00339887
0,0.009939879,0.002005181
0,-0.004753895,-0.007374128
0,0.001659819,0.01919721
0,0.008183073,-0.003355663
0,-0.002793163,-0.008652731
0,-0.014478324,-0.005494256
0,-0.006063233,-0.004149167
0,-0.000202739,-0.011836136
0,-0.005968847,-0.009620761
0,-0.010247182,-0.005123701
0,-0.009821416,-0.005387299
0,0.015611601,-0.019541357
0,0.001681521,-0.0094587
0,0.006487585,0.00222072
0,-0.001207216,-0.009139456
0,-0.000126266,-0.004153503
0,-0.00174907,0.001248897
0,-0.003258545,0.001633542
0,0.005337741,-0.015207441
0,-0.000704977,-0.019696373
0,-0.015667784,-0.00132782
0,-0.006492787,-0.00239522
0,-0.01603878,-0.019808207
0,-0.009028442,0.00028737
